"square_token","square_sku","gtin","original_name","normalized_name","brand","square_category","original_variation","presentation","specifications_in_original_name","pending_group","reason","dynamite_candidates","missing_information_or_resources","csv_row","csv_line_start","csv_line_end","xlsx_sheet","xlsx_row"
"J5OIPB6TBG4AKLGTG5BA75KD","757201306010","","Supernova 5"" Artillery Shells 6 Pack","Supernova 5"" Artillery Shells 6 Pack","Unknown","6 Pack Artillery Shells 5""\, 6""","Regular","Unknown","5"" | 6 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","878","881","881","Items","879"
"NZZFXOG2QDEBBJWGNJ4F5T3R","887946041133","","Sword","Sword","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","879","882","882","Items","880"
"CFPGEC7FM3M3FLAT3WK62WEY","705108600335","","THAAD 226 Shot Zipper Cake","THAAD 226 Shot Zipper Cake","Unknown","500 GRAM FINALE > 500 GRAM FINALE ZIPPER CAKES","Regular","Unknown","226 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","880","883","883","Items","881"
"XPKESM4NEB7FD7MA2UGKJXXQ","027736000104","","TNT Bag Assortment","TNT Bag Assortment","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","881","884","884","Items","882"
"OCNKFMWD4RXNQEOM4RTQQJBQ","705108603008","","Take Me To Your Leader 500 Gram","Take Me To Your Leader 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","882","885","885","Items","883"
"JCZP5TQ5GGDI72GS747HROMU","814527308415","","Taking Care Of Business Family Pk","Taking Care Of Business Family Pk","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","883","886","886","Items","884"
"YL45J65Z3E5TR6CTQSL6ACA3","816597934273","","Tank","Tank","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[115] Fish Tank / Winda / /products/fish-tank.png | products.json[181] Tank Busters / Winda / /products/tank-busters.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","884","887","887","Items","885"
"7TEE4O7JK2ZG6OINQEOJJTSV","8145270187210","","Tank","Tank","Unknown","Unknown","Tank","Tank","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[115] Fish Tank / Winda / /products/fish-tank.png | products.json[181] Tank Busters / Winda / /products/tank-busters.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","885","888","888","Items","886"
"2KFDHM7PRJCRUR6NIOPWRUXF","285108243850","","Texas Giant Pop Rocket","Texas Giant Pop Rocket","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","886","889","889","Items","887"
"NSQKCL7FFBMVVVFCM4EKI7HF","64883100769","","Texas Pop Rocket","Texas Pop Rocket","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","887","890","890","Items","888"
"EOCYSNQTWRFGASZDKP4QENU7","020164900053","","Texas Sledgehammer 60 Gram 6 Inch","Texas Sledgehammer 60 Gram 6 Inch","Unknown","Unknown","Regular","Unknown","60 Gram | 6 Inch","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","888","891","891","Items","889"
"NJ6SAFHPATCWTVY7P6WUARZ6","765244000000","","The Beast Black Cat","The Beast Black Cat","Black Cat","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","889","892","892","Items","890"
"75TIIYAM4OKN23TPTHZZN67G","514677005003","","The Beast Roman Candle","The Beast Roman Candle","Unknown","Roman Candles","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","890","893","893","Items","891"
"KOTKW2PJDLTQA7NWSJVETPLO","652009001085","","The Godfather","The Godfather","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","891","894","894","Items","892"
"Z6FPCUDLKJMT6XYLGBPTJAKZ","757201530804","","The Hulk Clap 500 Gram","The Hulk Clap 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","892","895","895","Items","893"
"CIU2NNTHN47VXQHXXKQQ2NBE","8145271620518","","The Jaws 500 Gram 9 Shots","The Jaws 500 Gram 9 Shots","Unknown","Unknown","Regular","Unknown","500 Gram | 9 Shots","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","893","896","896","Items","894"
"D6T5FNCTMUTHQSDLYJD2YU3X","8052532451319","","The King Assortment","The King Assortment","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","894","897","897","Items","895"
"YY2252GSY24VXZARC2U6X6BL","8052530040119","","The King Assortment","The King Assortment","Unknown","Family Pack Assortments","The King Assortment","The King Assortment","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","895","898","898","Items","896"
"UTZ525RYU5BQ7EIDA555B7E5","014002913268","","The Kraken 4"" Artillery Shells 24 Pack","The Kraken 4"" Artillery Shells 24 Pack","Unknown","24 Pack Artillery Shells 4""","Regular","Unknown","4"" | 24 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","896","899","899","Items","897"
"MPQFHDSFYWL74TFBGIO233PQ","757205301318","","The Next Big Thing 500 Gram","The Next Big Thing 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","897","900","900","Items","898"
"DVJJ6D4PS3O75T6GJDQQUVI6","7572015003800","","The Perfect Match","The Perfect Match","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","898","901","901","Items","899"
"JVJVJDEHKQTOTIG75XHAVP7R","687985290512","","The Red White And Blue Salute","The Red White And Blue Salute","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","900","903","903","Items","901"
"V5J3HQXPDHVHUAOL4TQYISXE","811451013859","","The wicked Witch","The wicked Witch","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","901","904","904","Items","902"
"IR7XAVEQUTZ3OXRPZRYDJDWS","652009112002","","Thor Missle","Thor Missle","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","902","905","905","Items","903"
"4NKU22OHLIB7KNREHQGNR5LH","8052530051016","","Thunder Bomb 1000ct Firecracker","Thunder Bomb 1000ct Firecracker","Unknown","Unknown","Regular","Unknown","1000ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","903","906","906","Items","904"
"TXJZDX235E43KSVDG4MP7WO6","8052530052525","","Thunder Bomb 640","Thunder Bomb 640","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","904","907","907","Items","905"
"EIY7LEWHON2DQBJR5WYIADRP","847294038032","","Thunderbomb 100ct Firecracker","Thunderbomb 100ct Firecracker","Unknown","Unknown","Regular","Unknown","100ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","905","908","908","Items","906"
"WFOP4EFT7Q3WECR3URYJ6KNH","757201624022","","Tiger Force 6"" Artillery Shells 24 Pack","Tiger Force 6"" Artillery Shells 24 Pack","Unknown","24 Pack Artillery Shells 6""","Regular","Unknown","6"" | 24 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","906","909","909","Items","907"
"KZIPK6N3RIIOP7VY7B5KOGHF","757201530651","","Till Death Do Us Part 30 Shot","Till Death Do Us Part 30 Shot","Unknown","Unknown","Regular","Unknown","30 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","907","910","910","Items","908"
"X5BMZULGHXXAMM4P3Z32O6CZ","705108309726","","Tiny Snow Cone","Tiny Snow Cone","Unknown","Fountains","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[114] Snow Cone / Winda / /products/snow-cone.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","908","911","911","Items","909"
"BMUZDH4BBIKV6QQT3EJISDHT","705108309719","","Tiny Snow Cone","Tiny Snow Cone","Unknown","Fountains","Tiny Snowcone","Tiny Snowcone","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[114] Snow Cone / Winda / /products/snow-cone.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","909","912","912","Items","910"
"YX45DS6EV25H3VDDCVAYS7BG","847294012933","","Tomahawk","Tomahawk","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","910","913","913","Items","911"
"MPDVJ42G6H7A2ORWCX3DJGXI","8052530152218","","Tomahawk Missile","Tomahawk Missile","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","911","914","914","Items","912"
"QIAYT2L3TWLWGTLX3UO4IESI","162109350254","","Tommy Gun","Tommy Gun","Unknown","500 GRAM FINALE > 500 GRAM FINALE ZIPPER CAKES","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","912","915","915","Items","913"
"RINS3N3B7E4VFFP6N7JHNLEC","652009003454","","Torpedo","Torpedo","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","913","916","916","Items","914"
"T66IVCSZQXKG2EZT7K2CJZ6N","757205301363","","Tower of Power 500 Gram","Tower of Power 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","914","917","917","Items","915"
